V1,V2,V3,V4,V5
0.117858309620322,9.48510276457982e-10,1.51140691044922e-10,0.699534959590491,0.182606729688297
7.47139491315035e-05,3.87425391534127e-08,4.76452890093187e-08,0.837596159979992,0.162329039683048
0.0524842349098118,8.0909766119018e-09,4.76391263574519e-09,0.801146075621581,0.146369676613718
0.225539193571467,8.62053082666557e-06,2.75923542192653e-06,0.53969336871115,0.234756057951134
0.0361433136993264,6.36192348153735e-10,1.53198914935136e-09,0.802690400605662,0.16116628352683
0.113898687691864,1.39033158347804e-09,5.14542643406379e-09,0.675414306083866,0.210686999688393
0.0328157826884327,9.36759120127686e-10,1.05833223120256e-09,0.801393781074127,0.165790434242349
5.24516590562712e-05,1.51873092934012e-05,5.75598102947079e-06,0.841398154679708,0.158528450370913
0.0887980039465601,4.95761510718495e-06,2.02544257048721e-06,0.73756984732699,0.173625165668833
2.88000056690068e-06,1.98965768518384e-08,1.75059542318476e-08,0.869984129152451,0.130012953444451
0.126030052390423,4.75581284901168e-10,1.35750343076621e-09,0.663679022923104,0.210290922853388
0.0155019087694029,1.52400199065861e-09,4.63980881349108e-09,0.864456071797097,0.120042013269339
0.0415008061980353,3.46744432358492e-10,4.16083497641209e-11,0.770606484172596,0.187892709240935
0.0486756662467055,3.95658934752163e-11,1.84561977839947e-09,0.801409907335568,0.149914424532541
0.233480552746832,3.17860227611955e-06,3.78949521631517e-06,0.573814957520655,0.192697521635022
0.121197313905665,2.49071955757674e-09,1.95636885201607e-09,0.694834898556999,0.183967783089721
0.086310957200414,7.12193834618626e-07,7.54046448342769e-07,0.736334654914311,0.177352921643995
0.0900324897873112,9.02006589047099e-09,1.27577026471404e-09,0.740922524339693,0.169044975575526
0.213901035587574,7.85006369441979e-06,8.63372497489599e-06,0.567173231976116,0.21890924864764
0.00639388403303921,2.68671084840397e-07,3.85128238551272e-07,0.839323441926855,0.154282020240782
0.084742720231137,1.62660936734619e-10,2.0880309587258e-09,0.725546583676421,0.189710693841751
0.000238212288303641,1.41701507640509e-07,1.4743436142983e-07,0.846454923496457,0.153306575084058
0.0161480031493567,3.06765927739704e-09,6.02999148595926e-09,0.820515606439778,0.163336381313215
0.153435634852395,4.56406009376486e-10,2.67760612277194e-09,0.64849373830986,0.198070623703151
0.00414239836483808,4.09985292510907e-07,5.16967519398361e-07,0.817119196751292,0.178737477931058
4.37764798203062e-05,1.00404400972623e-07,1.12181122522784e-07,0.861284104787975,0.138671906146681
0.0656015154538348,5.86934570773072e-06,3.20638189764864e-06,0.764991743379142,0.169397665439418
0.0862334733149268,1.28701959939347e-08,3.71722122881995e-08,0.704970448258947,0.208796028383718
0.0702491685889852,1.05582502260108e-11,4.51524146703223e-09,0.76483088914647,0.164919937738745
2.02478857836573e-05,2.46363565629042e-08,3.65029620395456e-08,0.880738182062357,0.11924150891254
